Market Code,Supplier,Supplier Depot,Price List ID, Price List Name,SKU,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,Price,Units per Case, Converted To,Unit Price, Purchaser Units Attached
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","FF92",1431280,"Non Food","Paper & Consumables","Janitorial","Toilet Roll : Jumbo : 3 300m",,,,"1x6each",1.0000,1,"6.000","each",,23%,"9.75","6.0000000","each","1.625","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","EP37",1430402,"Non Food","Paper & Consumables","Disposables","Black Bags : Compactor : 22x38.5x47",,,,"1x100each",1.0000,1,"100.000","each",,23%,"10.48","100.0000000","each","0.1048","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","9081430",1428651,"[PW] PAC","Non Food","Cleaning Chemicals","Solid Hero Machine Warewashing Detergent",,,,"4x4.5kg",4.0000,1,"4.500","kg",,23%,"285.13","18.0000000","kg","15.8406","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","9024210",1428647,"[PW] PAC","Non Food","Cleaning Chemicals","Absorbit - Heavy Duty Powder Detergent And Degreaser",,,,"6x2.2kg",6.0000,1,"2.200","kg",,23%,"80.47","13.2000000","kg","6.0962","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","9081930",1394266,"Non Food","Chemicals","Cleaning Chemicals","KitchenPro Floor Cleaner : Wash & Walk",,"KitchenPro",,"2x2ltr",2.0000,1,"2.000","ltr",,23%,"45.30","4.0000000","ltr","11.325","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","100585",1376056,"Non Food","Paper & Consumables","Disposables","Tork Hand Towel : Peakserve : Continuous : Universal",,"Tork",,"1x4920each",1.0000,1,"4920.000","each",,23%,"38.50","4920.0000000","each","0.0078","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","D428A",1236066,"Non Food","Paper & Consumables","Baking & Cooking","Cling Film : Caterwrap : 300mmx300m (12) : Cutterbox",,,,"1x6each",1.0000,1,"6.000","each",,23%,"17.77","6.0000000","each","2.9617","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","7517937",1222362,"Non Food","Chemicals","Cleaning Chemicals","Domestos Toilet Cleaner & Descaler : Limescale : Professional",,"Domestos",,"6x750ml",6.0000,1,"750.000","ml",,23%,"19.67","4.5000000","ltr","4.3711","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","WF2001",1212095,"Non Food","Paper & Consumables","Disposables","Fork : Birchwood : Wooden : 160mm",,,,"10x100each",10.0000,1,"100.000","each",,23%,"33.28","1000.0000000","each","0.0333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","WK2002",1209986,"Non Food","Paper & Consumables","Disposables","Knife : Birchwood : Wooden : 165mm",,,,"10x100each",10.0000,1,"100.000","each",,23%,"33.28","1000.0000000","each","0.0333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF88",1199551,"Non Food","Paper & Consumables","Disposables","Leafware Straws : Paper : 200mmx6mm : White",,"Leafware",,"1x250each",1.0000,1,"250.000","each",,23%,"3.83","250.0000000","each","0.0153","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF89",1187607,"Non Food","Paper & Consumables","Disposables","Leafware Straws : Wrapped : Paper : 200mmx6mm : White",,"Leafware",,"1x250each",1.0000,1,"250.000","each",,23%,"4.61","250.0000000","each","0.0184","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OLY3450B",1168138,"Non Food","Paper & Consumables","Janitorial","Cloths : Semi Disposable : 50x36cm : Multipurpose : Blue",,,,"1x500each",1.0000,1,"500.000","each",,23%,"27.84","500.0000000","each","0.0557","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","3MRB6",1163615,"Non Food","Paper & Consumables","Janitorial","Scouring Pads : 9x6 : Green",,,,"10x1each",10.0000,1,"1.000","each",,23%,"8.40","10.0000000","each","0.84","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF105",1159056,"Non Food","Paper & Consumables","Disposables","Meal Box : Sugarcane : Clamshell : 9x6x3 1000ml : Leafware",,,,"1x300each",1.0000,1,"300.000","each",,23%,"26.88","300.0000000","each","0.0896","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF107",1154148,"Non Food","Paper & Consumables","Disposables","Leafware Meal Box : Sugarcane : Clamshell : 7x5x2.5",,"Leafware",,"1x300each",1.0000,1,"300.000","each",,23%,"28.00","300.0000000","each","0.0933","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","520701",1152621,"Non Food","Chemicals","Cleaning Chemicals","Tork Soap : Foam : S4 Refill : Extra Mild",,"Tork",,"6x1ltr",6.0000,1,"1.000","ltr",,23%,"49.00","6.0000000","ltr","8.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF08",1140223,"Non Food","Paper & Consumables","Disposables","Meal Box : Leakproof : Leaf Design : No.8 1000ml : Kraft",,,,"1x300each",1.0000,1,"300.000","each",,23%,"42.90","300.0000000","each","0.143","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OLPFCMG",1090992,"Non Food","Paper & Consumables","Janitorial","Olympia Gloves : Vinyl : Medium : Powder Free : Clear",,"Olympia",,"10x100each",10.0000,1,"100.000","each",,23%,"69.33","1000.0000000","each","0.0693","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","D428B",1070080,"Non Food","Paper & Consumables","Baking & Cooking","Cling Film : Caterwrap : 450mmx300m (18)",,,,"1x6each",1.0000,1,"6.000","each",,23%,"25.23","6.0000000","each","4.205","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OL4OZL",1052036,"Non Food","Paper & Consumables","Disposables","Lid : For Portion Pot : Plastic : 4oz : Clear",,,,"1x2500each",1.0000,1,"2500.000","each",,23%,"51.40","2500.0000000","each","0.0206","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OLPFCLG",1048152,"Non Food","Paper & Consumables","Janitorial","Olympia Gloves : Vinyl : Large : Powder Free : Clear",,"Olympia",,"10x100each",10.0000,1,"100.000","each",,23%,"69.33","1000.0000000","each","0.0693","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF01",1031843,"Non Food","Paper & Consumables","Disposables","Container : Leaf : Kraft : No.1",,,,"9x50each",9.0000,1,"50.000","each",,23%,"54.40","450.0000000","each","0.1209","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","KS28",1024655,"[PW] PAC","Non Food","Paper & Consumables","White Greaseproof Chip Bag 5x6",,,,"1x1000each",1.0000,1,"1000.000","each",,23%,"21.68","1000.0000000","each","0.0217","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","C16",1022165,"Non Food","Accessories","Janitorial","Mophead : Multi Fold : 16oz",,,,"1x1each",1.0000,1,"1.000","each",,23%,"1.86","1.0000000","each","1.86","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","GR03YLM",1015445,"Non Food","Paper & Consumables","Janitorial","Gloves : Household : Medium : Yellow",,,,"1x1each",1.0000,1,"1.000","each",,23%,"0.53","1.0000000","each","0.53","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","NPK330T",1014386,"Non Food","Paper & Consumables","Disposables","Half Pint Glass : Plastic",,,,"1x1250each",1.0000,1,"1250.000","each",,23%,"34.74","1250.0000000","each","0.0278","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","D039C",1014177,"Non Food","Accessories","Janitorial","Household : Brush : 10",,,,"1x1each",1.0000,1,"1.000","each",,23%,"4.07","1.0000000","each","4.07","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OLW1PNAP",1012146,"Non Food","Paper & Consumables","Disposables","Olympia Napkins : 1 Ply : 30cm : White",,"Olympia",,"10x500each",10.0000,1,"500.000","each",,23%,"13.27","5000.0000000","each","0.0027","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","7519518",993662,"Non Food","Chemicals","Cleaning Chemicals","Suma Cleaner : D9 Oven/Grill",,"Suma",,"6x750ml",6.0000,1,"750.000","ml",,23%,"32.83","4.5000000","ltr","7.2956","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","EP100",989717,"Non Food","Paper & Consumables","Disposables","Poly Bags : On a Roll : 26x44 : Clear",,,,"1x200each",1.0000,1,"200.000","each",,23%,"17.60","200.0000000","each","0.088","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","9079720",988514,"Non Food","Chemicals","Cleaning Chemicals","Ecolab Kitchen Cleaner &amp; Sanitizer : Kitchen Pro Des Special : 9079720",,"Ecolab",,"2x2ltr",1.0000,2,"2.000","ltr",,23%,"41.75","4.0000000","ltr","10.4375","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","LEAF90",987689,"Non Food","Barware","Barware","Paper Red Stripe Straw : 200x6mm",,,,"1x250each",1.0000,1,"250.000","each",,23%,"2.53","250.0000000","each","0.0101","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OL4OZC",982500,"[PW] PAC","Non Food","Paper & Consumables","Portion clear cups 4oz : Olympia",,,,"1x2500each",1.0000,1,"2500.000","each",,23%,"68.75","2500.0000000","each","0.0275","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","KS218",982455,"Non Food","Paper & Consumables","Disposables","Greaseproof Bag : 2LB : 7x9.5 : Brown",,,,"1x390each",1.0000,1,"390.000","each",,23%,"16.81","390.0000000","each","0.0431","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","OLW2PNAP",974603,"Non Food","Paper & Consumables","Disposables","Olympia White Napkins : 4fold : 2 ply",,"Olympia",,"1x2000each",1.0000,1,"2000.000","each",,23%,"13.92","2000.0000000","each","0.007","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","9089510",974502,"Non Food","Chemicals","Cleaning Chemicals","Cleaner : Floor & Wall : Regain",,,,"2x5ltr",2.0000,1,"5.000","ltr",,23%,"45.89","10.0000000","ltr","4.589","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","AG47002OLY",966511,"Non Food","Paper & Consumables","Disposables","Olympia SMART : Centerfeed Dispenser : White : Smart",,"Olympia",,"1x1each",1.0000,1,"1.000","each",,23%,"9.56","1.0000000","each","9.56","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","RET0146",964590,"Non Food","Paper & Consumables","Janitorial","Scourer : Metal",,,,"1x10each",1.0000,1,"10.000","each",,23%,"4.68","10.0000000","each","0.468","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","D411A",959604,"Non Food","Paper & Consumables","Disposables","Pop Up Foil : 12x10.75 : 12 boxx200 per box",,,,"1x2400each",1.0000,1,"2400.000","each",,23%,"96.15","2400.0000000","each","0.0401","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","GR03YLL",952062,"Non Food","Paper & Consumables","Janitorial","Gloves : Household : Large : Yellow",,,,"1x1each",1.0000,1,"1.000","each",,23%,"0.53","1.0000000","each","0.53","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","P900723",948433,"Non Food","Chemicals","Cleaning Chemicals","Ecolab Click",,"Ecolab",,"4x5ltr",4.0000,1,"5.000","ltr",,23%,"26.86","20.0000000","ltr","1.343","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","YEPG07",924036,"Non Food","Accessories","Janitorial","Kentucky Mop Handle with Metal Fitting : Green",,"Kentucky",,"1x1each",1.0000,1,"1.000","each",,23%,"6.00","1.0000000","each","6","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","9080580",920640,"Non Food","Chemicals","Cleaning Chemicals","Ecolab Greaselift : Oven Cleaner : Ready to Use",,"Ecolab",,"6x750ml",6.0000,1,"750.000","ml",,23%,"51.45","4.5000000","ltr","11.4333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Zeus Russell Will (Zeus Packaging Ltd)",,"64771","Greyhound Racing Ireland Group Price List","13295",912821,"Non Food","Paper & Consumables","Disposables","Sandwich Wedge Standard Fill",,,,"1x500each",1.0000,1,"500.000","each",,23%,"34.25","500.0000000","each","0.0685","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
